anime,type,character,anime_id,name,group
Ousama Game The Animation,Supporting,"Iwamura, Ria",36027,Pile,muse
KochinPa! Dainiki,Main,Aira,34503,Pile,muse
Love Live! x Watering KissMint Collaboration CM,Main,"Nishikino, Maki",32730,Pile,muse
KochinPa!,Main,Aira,32400,Pile,muse
Love Live! The School Idol Movie,Main,"Nishikino, Maki",24997,Pile,muse
World Trigger,Supporting,"Takeda, Kokoa",24405,Pile,muse
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,Main,"Nishikino, Maki",25897,Pile,muse
Love Live! School Idol Project 2nd Season,Main,"Nishikino, Maki",19111,Pile,muse
Love Live! School Idol Project OVA,Main,"Nishikino, Maki",20745,Pile,muse
Music S.T.A.R.T!!,Main,"Nishikino, Maki",20877,Pile,muse
Love Live! School Idol Project,Main,"Nishikino, Maki",15051,Pile,muse
Wonderful Rush,Main,"Nishikino, Maki",14951,Pile,muse
"Mogyutto ""Love"" de Sekkinchuu!",Main,"Nishikino, Maki",12637,Pile,muse
"Natsu-iro Egao de 1, 2, Jump!",Main,"Nishikino, Maki",11033,Pile,muse
Snow Halation,Main,"Nishikino, Maki",9930,Pile,muse
Bokura no Live Kimi to no Life,Main,"Nishikino, Maki",9907,Pile,muse
Love Live! School Idol Project,Staff,,15051,Pile,muse
World Trigger,Staff,,24405,Pile,muse
Love Live! School Idol Project 2nd Season,Staff,,19111,Pile,muse
Ousama Game The Animation,Staff,,36027,Pile,muse
Dorei-ku The Animation,Staff,,36525,Pile,muse
Kyoukai no Rinne (TV) 2nd Season,Staff,,31610,Pile,muse
Snow Halation,Staff,,9930,Pile,muse
Bokura no Live Kimi to no Life,Staff,,9907,Pile,muse
Wonderful Rush,Staff,,14951,Pile,muse
"Natsu-iro Egao de 1, 2, Jump!",Staff,,11033,Pile,muse
"Mogyutto ""Love"" de Sekkinchuu!",Staff,,12637,Pile,muse
Music S.T.A.R.T!!,Staff,,20877,Pile,muse
Love Live! x Watering KissMint Collaboration CM,Staff,,32730,Pile,muse
Tenkai Knights,Staff,,23067,Pile,muse
Duel Masters VSRF,Staff,,32582,Pile,muse
Duel Masters VSR,Staff,,29687,Pile,muse
Puraore! Pride of Orange,Supporting,"Yoshiike, Ema",44274,"Tokui, Sora",muse
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",Supporting,Nao,44037,"Tokui, Sora",muse
Tropical-Rouge! Precure,Supporting,"Sakuragawa, Saki",44191,"Tokui, Sora",muse
Gochuumon wa Usagi Desu ka? Bloom,Supporting,"Jouga, Maya",38337,"Tokui, Sora",muse
Princess Connect! Re:Dive,Supporting,Lima,39292,"Tokui, Sora",muse
Kiratto Pri☆chan Season 3,Main,"Kurokawa, Suzu",40880,"Tokui, Sora",muse
Murenase! Seton Gakuen,Supporting,"Nekomai, Kurumi",40483,"Tokui, Sora",muse
Assassins Pride,Supporting,"Madia, Black",38572,"Tokui, Sora",muse
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",Main,Reina,37393,"Tokui, Sora",muse
Gochuumon wa Usagi Desu ka??: Sing for You,Supporting,"Jouga, Maya",38333,"Tokui, Sora",muse
"Maou-sama, Retry!",Supporting,Yukikaze,38297,"Tokui, Sora",muse
Kiratto Pri☆chan Season 2,Main,"Kurokawa, Suzu",38804,"Tokui, Sora",muse
Choukadou Girl ⅙,Supporting,Kusabi,38226,"Tokui, Sora",muse
Senran Kagura Shinovi Master: Tokyo Youma-hen,Main,Hanabi,36037,"Tokui, Sora",muse
Zombieland Saga,Supporting,Shiori,37976,"Tokui, Sora",muse
High School DxD Hero,Supporting,Kunou,34281,"Tokui, Sora",muse
Saredo Tsumibito wa Ryuu to Odoru,Supporting,"Liwe Raqi, Berdrit",33889,"Tokui, Sora",muse
Alice or Alice,Supporting,Kisaki,36001,"Tokui, Sora",muse
Uma Musume: Pretty Derby (TV),Supporting,T.M. Opera O,35249,"Tokui, Sora",muse
Poputepipikku,Main,Popuko,35330,"Tokui, Sora",muse
Gochuumon wa Usagi Desu ka??: Dear My Sister,Supporting,"Jouga, Maya",33280,"Tokui, Sora",muse
Blend S,Supporting,"Kanzaki, Hideri",34618,"Tokui, Sora",muse
Two Car,Supporting,"Makita, Ai",36009,"Tokui, Sora",muse
Kaito x Ansa,Supporting,Hacchin,34725,"Tokui, Sora",muse
Hina Logi: From Luck & Logic,Supporting,"Maxwell, Chloë",34834,"Tokui, Sora",muse
Kyoukai no Rinne (TV) 3rd Season,Supporting,Miho,34106,"Tokui, Sora",muse
Future Card Buddyfight Battsu,Supporting,"Nanana, Paruko",34836,"Tokui, Sora",muse
BanG Dream!,Supporting,"Nijukki, Hinako",33573,"Tokui, Sora",muse
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,Main,"Yuzurizaki, Nero",33308,"Tokui, Sora",muse
Nazotokine,Main,Hacchin,33690,"Tokui, Sora",muse
Okusama ga Seitokaichou!+!,Supporting,"Saijou, Honoka",32603,"Tokui, Sora",muse
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,Supporting,Pigmon,33011,"Tokui, Sora",muse
Kono Bijutsubu ni wa Mondai ga Aru!,Supporting,"Ayase, Kaori",31952,"Tokui, Sora",muse
Usakame,Supporting,"Shibakusa, Sora",32454,"Tokui, Sora",muse
Kyoukai no Rinne (TV) 2nd Season,Supporting,Miho,31610,"Tokui, Sora",muse
Bishoujo Yuugi Unit Crane Game Girls,Main,Asuka,32906,"Tokui, Sora",muse
Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,Main,"Yuzurizaki, Nero",31486,"Tokui, Sora",muse
Luck & Logic,Main,"Maxwell, Chloë",32083,"Tokui, Sora",muse
Gochuumon wa Usagi Desu ka??,Supporting,"Jouga, Maya",29787,"Tokui, Sora",muse
JK Meshi!,Main,"Igarashi, Ruriko",31578,"Tokui, Sora",muse
Danchigai: Juusan Goutou Sentou Ikitai!!,Main,"Nakano, Uzuki",31683,"Tokui, Sora",muse
Danchigai,Main,"Nakano, Uzuki",30127,"Tokui, Sora",muse
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Supporting,Mome,28907,"Tokui, Sora",muse
Love Live! The School Idol Movie,Supporting,"Yazawa, Kokoro",24997,"Tokui, Sora",muse
Love Live! The School Idol Movie,Main,"Yazawa, Niko",24997,"Tokui, Sora",muse
Love Live! The School Idol Movie,Supporting,"Yazawa, Kotarou",24997,"Tokui, Sora",muse
Love Live! The School Idol Movie,Supporting,"Yazawa, Kokoa",24997,"Tokui, Sora",muse
Kyoukai no Rinne (TV),Supporting,Miho,28423,"Tokui, Sora",muse
Juuou Mujin no Fafnir,Supporting,"Lu, Ariella",24873,"Tokui, Sora",muse
Tantei Kageki Milky Holmes TD,Main,"Yuzurizaki, Nero",27629,"Tokui, Sora",muse
"Suisei no Gargantia: Meguru Kouro, Haruka",Supporting,Mayta,23319,"Tokui, Sora",muse
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,Main,"Yazawa, Niko",25897,"Tokui, Sora",muse
PriPara,Supporting,Britney,23135,"Tokui, Sora",muse
Gochuumon wa Usagi Desu ka?,Supporting,"Jouga, Maya",21273,"Tokui, Sora",muse
Love Live! School Idol Project 2nd Season,Supporting,"Yazawa, Kotarou",19111,"Tokui, Sora",muse
Love Live! School Idol Project 2nd Season,Supporting,"Yazawa, Kokoa",19111,"Tokui, Sora",muse
Love Live! School Idol Project 2nd Season,Main,"Yazawa, Niko",19111,"Tokui, Sora",muse
Love Live! School Idol Project 2nd Season,Supporting,"Yazawa, Kokoro",19111,"Tokui, Sora",muse
Little Busters!: EX,Main,"Sasasegawa, Sasami",20517,"Tokui, Sora",muse
Future Card Buddyfight,Supporting,"Nanana, Paruko",19067,"Tokui, Sora",muse
Sekai de Ichiban Tsuyoku Naritai! Specials,Supporting,Hornet,21009,"Tokui, Sora",muse
Love Live! School Idol Project OVA,Main,"Yazawa, Niko",20745,"Tokui, Sora",muse
Music S.T.A.R.T!!,Main,"Yazawa, Niko",20877,"Tokui, Sora",muse
Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Main,"Tsukuyomi, Luna",20187,"Tokui, Sora",muse
Sekai de Ichiban Tsuyoku Naritai!,Supporting,Hornet,11763,"Tokui, Sora",muse
Waanabi.jk,Main,"Yanagisawa, Ami",19811,"Tokui, Sora",muse
Futari wa Milky Holmes,Main,"Yuzurizaki, Nero",17267,"Tokui, Sora",muse
Fantasista Doll,Main,Katia,15883,"Tokui, Sora",muse
Hakkenden: Touhou Hakken Ibun 2nd Season,Supporting,"Inumura, Daikaku",18055,"Tokui, Sora",muse
Genei wo Kakeru Taiyou,Main,"Tsukuyomi, Luna",17651,"Tokui, Sora",muse
Suisei no Gargantia,Supporting,Mayta,16524,"Tokui, Sora",muse
Love Live! School Idol Project,Main,"Yazawa, Niko",15051,"Tokui, Sora",muse
Lupin III: Touhou Kenbunroku - Another Page,Supporting,Ami,15783,"Tokui, Sora",muse
Robotics;Notes,Main,"Daitoku, Junna",13599,"Tokui, Sora",muse
Little Busters!,Supporting,"Sasasegawa, Sasami",13655,"Tokui, Sora",muse
Wonderful Rush,Main,"Yazawa, Niko",14951,"Tokui, Sora",muse
Tantei Opera Milky Holmes: Alternative,Main,"Yuzurizaki, Nero",14647,"Tokui, Sora",muse
Chitose Get You!!,Supporting,Misaki,14277,"Tokui, Sora",muse
"Mogyutto ""Love"" de Sekkinchuu!",Main,"Yazawa, Niko",12637,"Tokui, Sora",muse
Tantei Opera Milky Holmes Dai 2 Maku,Main,"Yuzurizaki, Nero",11341,"Tokui, Sora",muse
Tantei Opera Milky Holmes: Summer Special,Supporting,"Yuzurizaki, Nero",10923,"Tokui, Sora",muse
"Natsu-iro Egao de 1, 2, Jump!",Main,"Yazawa, Niko",11033,"Tokui, Sora",muse
Snow Halation,Main,"Yazawa, Niko",9930,"Tokui, Sora",muse
Tantei Opera Milky Holmes,Main,"Yuzurizaki, Nero",7768,"Tokui, Sora",muse
Bokura no Live Kimi to no Life,Main,"Yazawa, Niko",9907,"Tokui, Sora",muse
Blend S,Staff,,34618,"Tokui, Sora",muse
Love Live! School Idol Project,Staff,,15051,"Tokui, Sora",muse
Love Live! School Idol Project 2nd Season,Staff,,19111,"Tokui, Sora",muse
Gochuumon wa Usagi Desu ka?,Staff,,21273,"Tokui, Sora",muse
Murenase! Seton Gakuen,Staff,,40483,"Tokui, Sora",muse
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",Staff,,37393,"Tokui, Sora",muse
Juuou Mujin no Fafnir,Staff,,24873,"Tokui, Sora",muse
Gochuumon wa Usagi Desu ka??,Staff,,29787,"Tokui, Sora",muse
Gochuumon wa Usagi Desu ka? Bloom,Staff,,38337,"Tokui, Sora",muse
Fantasista Doll,Staff,,15883,"Tokui, Sora",muse
Gochuumon wa Usagi Desu ka??: Sing for You,Staff,,38333,"Tokui, Sora",muse
Snow Halation,Staff,,9930,"Tokui, Sora",muse
Chitose Get You!!,Staff,,14277,"Tokui, Sora",muse
Bokura no Live Kimi to no Life,Staff,,9907,"Tokui, Sora",muse
Wonderful Rush,Staff,,14951,"Tokui, Sora",muse
"Natsu-iro Egao de 1, 2, Jump!",Staff,,11033,"Tokui, Sora",muse
"Mogyutto ""Love"" de Sekkinchuu!",Staff,,12637,"Tokui, Sora",muse
Music S.T.A.R.T!!,Staff,,20877,"Tokui, Sora",muse
Future Card Buddyfight,Staff,,19067,"Tokui, Sora",muse
Love Live! x Watering KissMint Collaboration CM,Staff,,32730,"Tokui, Sora",muse
Future Card Buddyfight Triple D,Staff,,32785,"Tokui, Sora",muse
Future Card Buddyfight Battsu,Staff,,34836,"Tokui, Sora",muse
Bishoujo Yuugi Unit Crane Game Girls Galaxy,Staff,,33541,"Tokui, Sora",muse
Makeruna!! Aku no Gundan!,Staff,,34888,"Tokui, Sora",muse
Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,Staff,,23511,"Tokui, Sora",muse
Fairy Tail: Final Series,Supporting,Zeref,35972,"Kusuda, Aina",muse
Long Riders!,Supporting,"Saeki, Miya",30652,"Kusuda, Aina",muse
Rilu Rilu Fairilu: Yousei no Door,Main,Rose,34754,"Kusuda, Aina",muse
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",Supporting,Delilah,31637,"Kusuda, Aina",muse
Million Doll,Main,Suuko,29941,"Kusuda, Aina",muse
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Supporting,Delilah,28907,"Kusuda, Aina",muse
Love Live! The School Idol Movie,Main,"Toujou, Nozomi",24997,"Kusuda, Aina",muse
Girlfriend (Kari),Supporting,"Minaguchi, Eri",24855,"Kusuda, Aina",muse
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,Main,"Toujou, Nozomi",25897,"Kusuda, Aina",muse
PriPara,Supporting,"Gozen, Sadako",23135,"Kusuda, Aina",muse
Futsuu no Joshikousei ga [Locodol] Yattemita.,Supporting,"Mikoze, Kana",22189,"Kusuda, Aina",muse
Love Live! School Idol Project 2nd Season,Main,"Toujou, Nozomi",19111,"Kusuda, Aina",muse
Music S.T.A.R.T!!,Main,"Toujou, Nozomi",20877,"Kusuda, Aina",muse
Love Live! School Idol Project OVA,Main,"Toujou, Nozomi",20745,"Kusuda, Aina",muse
Waanabi.jk,Main,"Sasanaka, Mutsu",19811,"Kusuda, Aina",muse
Love Live! School Idol Project,Main,"Toujou, Nozomi",15051,"Kusuda, Aina",muse
Wonderful Rush,Main,"Toujou, Nozomi",14951,"Kusuda, Aina",muse
"Mogyutto ""Love"" de Sekkinchuu!",Main,"Toujou, Nozomi",12637,"Kusuda, Aina",muse
"Natsu-iro Egao de 1, 2, Jump!",Main,"Toujou, Nozomi",11033,"Kusuda, Aina",muse
Snow Halation,Main,"Toujou, Nozomi",9930,"Kusuda, Aina",muse
Bokura no Live Kimi to no Life,Main,"Toujou, Nozomi",9907,"Kusuda, Aina",muse
Love Live! School Idol Project,Staff,,15051,"Kusuda, Aina",muse
Love Live! School Idol Project 2nd Season,Staff,,19111,"Kusuda, Aina",muse
Cheating Craft,Staff,,33771,"Kusuda, Aina",muse
Snow Halation,Staff,,9930,"Kusuda, Aina",muse
Bokura no Live Kimi to no Life,Staff,,9907,"Kusuda, Aina",muse
Wonderful Rush,Staff,,14951,"Kusuda, Aina",muse
"Natsu-iro Egao de 1, 2, Jump!",Staff,,11033,"Kusuda, Aina",muse
"Mogyutto ""Love"" de Sekkinchuu!",Staff,,12637,"Kusuda, Aina",muse
Music S.T.A.R.T!!,Staff,,20877,"Kusuda, Aina",muse
Love Live! x Watering KissMint Collaboration CM,Staff,,32730,"Kusuda, Aina",muse
Ladyspo,Staff,,37448,"Kusuda, Aina",muse
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Supporting,Frida,42429,"Uchida, Aya",muse
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) 2nd Season - Kakusei Zenya,Supporting,"Amane, Tsukasa",41530,"Uchida, Aya",muse
Fumetsu no Anata e,Supporting,Parona,41025,"Uchida, Aya",muse
Hortensia Saga (TV),Supporting,"Morimol, Kuu",40961,"Uchida, Aya",muse
Rail Romanesque,Main,Ran,40958,"Uchida, Aya",muse
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Supporting,Frida,40815,"Uchida, Aya",muse
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),Supporting,"Amane, Tsukasa",38256,"Uchida, Aya",muse
Kandagawa Jet Girls,Supporting,"Misuda, Inori",40196,"Uchida, Aya",muse
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Supporting,Frida,39468,"Uchida, Aya",muse
Kemono Friends 2,Main,Lucky Beast,35313,"Uchida, Aya",muse
Kemono Friends 2,Supporting,Kaban,35313,"Uchida, Aya",muse
5-toubun no Hanayome,Supporting,Matsui,38101,"Uchida, Aya",muse
Release the Spyce,Main,"Aoba, Hatsume",37221,"Uchida, Aya",muse
Tonari no Kyuuketsuki-san,Supporting,"Aoki, Yuu",37579,"Uchida, Aya",muse
Youkoso Japari Park,Main,Mirai,37980,"Uchida, Aya",muse
Youkoso Japari Park,Main,Lucky Beast,37980,"Uchida, Aya",muse
Aguu: Tensai Ningyou,Supporting,Karurichi,37769,"Uchida, Aya",muse
Hyakuren no Haou to Seiyaku no Valkyria,Supporting,"Shimoya, Mizuki",37446,"Uchida, Aya",muse
Full Metal Panic! Invisible Victory,Supporting,"Shinohara, Sachi",31931,"Uchida, Aya",muse
Omae wa Mada Gunma wo Shiranai,Main,"Shinooka, Kyou",37258,"Uchida, Aya",muse
Black Clover,Supporting,Sylph,34572,"Uchida, Aya",muse
Black Clover,Supporting,"Tormenta, Fragil",34572,"Uchida, Aya",muse
Uma no Friends,Main,Kaban,36119,"Uchida, Aya",muse
Trinity Seven Movie 1: Eternity Library to Alchemic Girl,Main,"Kannazuki, Arin",33581,"Uchida, Aya",muse
Kemono Friends,Main,Lucky Beast,33089,"Uchida, Aya",muse
Kemono Friends,Supporting,Mirai,33089,"Uchida, Aya",muse
Kemono Friends,Main,Kaban,33089,"Uchida, Aya",muse
Chain Chronicle: Haecceitas no Hikari,Supporting,Marina,28833,"Uchida, Aya",muse
Bishoujo Yuugi Unit Crane Game Girls Galaxy,Main,Hikaru,33541,"Uchida, Aya",muse
Shuumatsu no Izetta,Supporting,Bianca,33433,"Uchida, Aya",muse
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,Supporting,"Naegi, Komaru",34103,"Uchida, Aya",muse
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,Supporting,"Naegi, Komaru",32189,"Uchida, Aya",muse
Big Order (TV),Supporting,"Minamoto, Nene",31904,"Uchida, Aya",muse
Tamayura: Sotsugyou Shashin Part 4 - Ashita,Supporting,"Shindou, Takumi",29831,"Uchida, Aya",muse
Rilu Rilu Fairilu: Yousei no Door,Main,Himawari,34754,"Uchida, Aya",muse
Tamayura: Sotsugyou Shashin Part 3 - Akogare,Supporting,"Shindou, Takumi",29830,"Uchida, Aya",muse
Yuru Yuri San☆Hai!,Supporting,"Furutani, Kaede",30279,"Uchida, Aya",muse
Komori-san wa Kotowarenai!,Main,"Komori, Shuri",31091,"Uchida, Aya",muse
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,Supporting,"Shindou, Takumi",29829,"Uchida, Aya",muse
Million Doll,Supporting,"Kamakura, Hinami",29941,"Uchida, Aya",muse
Jitsu wa Watashi wa,Supporting,"Shishido, Shiho",29785,"Uchida, Aya",muse
Love Live! The School Idol Movie,Main,"Minami, Kotori",24997,"Uchida, Aya",muse
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,Supporting,"Shindou, Takumi",25729,"Uchida, Aya",muse
Re-Kan!,Supporting,Ko-gal Spirit,25859,"Uchida, Aya",muse
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,Main,"Kannazuki, Arin",28285,"Uchida, Aya",muse
Yuru Yuri Nachuyachumi!,Supporting,"Furutani, Kaede",23225,"Uchida, Aya",muse
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,Main,Mai,25439,"Uchida, Aya",muse
Trinity Seven,Main,"Kannazuki, Arin",25157,"Uchida, Aya",muse
Chain Chronicle: Short Animation,Supporting,Bariena,25431,"Uchida, Aya",muse
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,Main,"Minami, Kotori",25897,"Uchida, Aya",muse
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,Main,Mai,23551,"Uchida, Aya",muse
Love Live! School Idol Project 2nd Season,Main,"Minami, Kotori",19111,"Uchida, Aya",muse
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,Main,"Chaser, Miuri",20545,"Uchida, Aya",muse
Zetsumetsu Kigu Shoujo: Amazing Twins,Main,"Todoroki, Amane",19953,"Uchida, Aya",muse
Z/X: Ignition,Supporting,Rigel,20533,"Uchida, Aya",muse
Music S.T.A.R.T!!,Main,"Minami, Kotori",20877,"Uchida, Aya",muse
Love Live! School Idol Project OVA,Main,"Minami, Kotori",20745,"Uchida, Aya",muse
Freezing Vibration,Supporting,"Phenyl, Ticy",18001,"Uchida, Aya",muse
Recorder to Randoseru Mi☆,Supporting,Hina-chan,18099,"Uchida, Aya",muse
Devil Survivor 2 The Animation,Main,"Nitta, Io",16512,"Uchida, Aya",muse
Vividred Operation,Main,"Shinomiya, Himawari",14283,"Uchida, Aya",muse
Love Live! School Idol Project,Main,"Minami, Kotori",15051,"Uchida, Aya",muse
Choboraunyopomi Gekijou Ai Mai Mii,Main,Mai,16169,"Uchida, Aya",muse
Wonderful Rush,Main,"Minami, Kotori",14951,"Uchida, Aya",muse
Recorder to Randoseru,Supporting,Hina-chan,14627,"Uchida, Aya",muse
"Dakara Boku wa, H ga Dekinai.",Supporting,Urus,12549,"Uchida, Aya",muse
Yuru Yuri♪♪,Supporting,"Furutani, Kaede",12403,"Uchida, Aya",muse
Uchuu Senkan Yamato 2199,Supporting,"Misaki, Yuria",12029,"Uchida, Aya",muse
Recorder to Randoseru Re♪,Supporting,Hina-chan,13377,"Uchida, Aya",muse
Strike Witches Movie,Main,"Hattori, Shizuka",9751,"Uchida, Aya",muse
"Mogyutto ""Love"" de Sekkinchuu!",Main,"Minami, Kotori",12637,"Uchida, Aya",muse
Recorder to Randoseru Do♪,Supporting,Hina-chan,11491,"Uchida, Aya",muse
Rio: Rainbow Gate! Special,Supporting,"Adams, Ille",10301,"Uchida, Aya",muse
Rio: Rainbow Gate! Special,Supporting,"Adams, Elle",10301,"Uchida, Aya",muse
"Natsu-iro Egao de 1, 2, Jump!",Main,"Minami, Kotori",11033,"Uchida, Aya",muse
Baby Princess 3D Paradise 0 [Love],Main,"Amatsuka, Hotaru",10196,"Uchida, Aya",muse
Mawaru Penguindrum,Supporting,Aoi,10721,"Uchida, Aya",muse
Yuru Yuri,Supporting,"Furutani, Kaede",10495,"Uchida, Aya",muse
Mitsudomoe Zouryouchuu!,Supporting,"Katou, Mayumi",9510,"Uchida, Aya",muse
Freezing,Supporting,"Phenyl, Ticy",9367,"Uchida, Aya",muse
Rio: Rainbow Gate!,Supporting,"Adams, Elle",8241,"Uchida, Aya",muse
Rio: Rainbow Gate!,Supporting,"Adams, Ille",8241,"Uchida, Aya",muse
Snow Halation,Main,"Minami, Kotori",9930,"Uchida, Aya",muse
Bokura no Live Kimi to no Life,Main,"Minami, Kotori",9907,"Uchida, Aya",muse
Mitsudomoe,Supporting,"Katou, Mayumi",7627,"Uchida, Aya",muse
Kiddy GiRL-AND,Main,Ascoeur,3349,"Uchida, Aya",muse
Miracle☆Train: Oedo-sen e Youkoso,Supporting,Chinatsu,7103,"Uchida, Aya",muse
Yume-iro Pâtissière,Supporting,"Hayami, Erika",6586,"Uchida, Aya",muse
5-toubun no Hanayome,Staff,,38101,"Uchida, Aya",muse
Baby Princess 3D Paradise 0 [Love],Staff,,10196,"Uchida, Aya",muse
Bokura no Live Kimi to no Life,Staff,,9907,"Uchida, Aya",muse
Choboraunyopomi Gekijou Ai Mai Mii,Staff,,16169,"Uchida, Aya",muse
Gunma-chan,Staff,,49184,"Uchida, Aya",muse
Hyakuren no Haou to Seiyaku no Valkyria,Staff,,37446,"Uchida, Aya",muse
Infinite Dendrogram,Staff,,38909,"Uchida, Aya",muse
Kiddy GiRL-AND,Staff,,3349,"Uchida, Aya",muse
Love Live! School Idol Project,Staff,,15051,"Uchida, Aya",muse
Love Live! School Idol Project 2nd Season,Staff,,19111,"Uchida, Aya",muse
Love Live! x Watering KissMint Collaboration CM,Staff,,32730,"Uchida, Aya",muse
"Mogyutto ""Love"" de Sekkinchuu!",Staff,,12637,"Uchida, Aya",muse
Music S.T.A.R.T!!,Staff,,20877,"Uchida, Aya",muse
"Natsu-iro Egao de 1, 2, Jump!",Staff,,11033,"Uchida, Aya",muse
Omae wa Mada Gunma wo Shiranai,Staff,,37258,"Uchida, Aya",muse
Snow Halation,Staff,,9930,"Uchida, Aya",muse
Trinity Seven,Staff,,25157,"Uchida, Aya",muse
Vividred Operation,Staff,,14283,"Uchida, Aya",muse
Wonderful Rush,Staff,,14951,"Uchida, Aya",muse
Yakunara Mug Cup mo,Staff,,42568,"Uchida, Aya",muse
Yakunara Mug Cup mo: Niban Gama,Staff,,49263,"Uchida, Aya",muse
180 Byou de Kimi no Mimi wo Shiawase ni Dekiru ka?,Main,"Kagami, Shuusui",48858,"Mimori, Suzuko",muse
Puraore! Pride of Orange,Supporting,"Yamanaka, Eri",44274,"Mimori, Suzuko",muse
Yuuki Yuuna wa Yuusha de Aru Churutto!,Main,"Tougou, Mimori",42071,"Mimori, Suzuko",muse
Jouran: The Princess of Snow and Blood,Main,"Yukimura, Sawa",47250,"Mimori, Suzuko",muse
Odd Taxi,Supporting,"Nikaidou, Rui",46102,"Mimori, Suzuko",muse
Grisaia: Phantom Trigger The Animation - Stargazer,Supporting,"Kumashiro, Megumi",42392,"Mimori, Suzuko",muse
Dragon's Dogma,Supporting,Saray,39519,"Mimori, Suzuko",muse
Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,Main,"Kagura, Hikari",40665,"Mimori, Suzuko",muse
Hulaing Babies Aratame: Staying Babies,Main,Mona,42145,"Mimori, Suzuko",muse
Digimon Adventure: Last Evolution Kizuna,Main,"Takenouchi, Sora",38088,"Mimori, Suzuko",muse
Healin' Good♡Precure,Main,"Fuurin, Asumi",40610,"Mimori, Suzuko",muse
Hulaing Babies Petit,Main,Mona,40758,"Mimori, Suzuko",muse
Mini Yuri,Supporting,"Furutani, Himawari",40369,"Mimori, Suzuko",muse
"Yuru Yuri,",Supporting,"Furutani, Himawari",37773,"Mimori, Suzuko",muse
Majimoji Rurumo: Kanketsu-hen,Main,"Maji Mojiruka, Rurumo",38357,"Mimori, Suzuko",muse
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,Supporting,Okita-sensei,39326,"Mimori, Suzuko",muse
Shoujo☆Conto All Starlight,Main,"Kagura, Hikari",39643,"Mimori, Suzuko",muse
Kiratto Pri☆chan Season 2,Supporting,"Shiratori, Anju",38804,"Mimori, Suzuko",muse
Hangyakusei Million Arthur 2nd Season,Main,Bodach,38268,"Mimori, Suzuko",muse
Grisaia: Phantom Trigger The Animation,Supporting,"Kumashiro, Megumi",35868,"Mimori, Suzuko",muse
Hulaing Babies,Main,Mona,34332,"Mimori, Suzuko",muse
Meiji Tokyo Renka,Supporting,"Higuchi, Ichiyou",34209,"Mimori, Suzuko",muse
Rinshi!! Ekoda-chan,Main,Ekoda-chan,38162,"Mimori, Suzuko",muse
Saint Seiya: Saintia Shou,Main,"Ursa Minor, Xiaoling",34539,"Mimori, Suzuko",muse
Nissin Men-nashi Donbei x Himote House,Main,"Himote, Kinami",38899,"Mimori, Suzuko",muse
Hangyakusei Million Arthur,Main,Bodach,37555,"Mimori, Suzuko",muse
Tokyo Ghoul:re 2nd Season,Supporting,"Hoito, Roma",37799,"Mimori, Suzuko",muse
Himote House,Main,"Himote, Kinami",36945,"Mimori, Suzuko",muse
Fairy Tail: Final Series,Supporting,"Fiore, Hisui E.",35972,"Mimori, Suzuko",muse
SSSS.Gridman,Supporting,Namiko,35847,"Mimori, Suzuko",muse
Itsuka Aeru Kimi ni,Main,An,38473,"Mimori, Suzuko",muse
