id,name,date,artists,lyricists,composers,arrangers,discs,events
289,Dream with You,2020年11月18日,上原歩夢,Ayaka Miyake,mitsuyuki miyake、Carlos K.,mitsuyuki miyake、Carlos K.,{181},"[{'event': '94', 'concert': '124', 'performance': '185'}, {'event': '94', 'concert': '124', 'performance': '184'}]"
291,Poppin' Up!,2020年11月18日,中須かすみ,Ayaka Miyake,クボナオキ,縄田寿志,{181},"[{'event': '94', 'concert': '124', 'performance': '185'}, {'event': '94', 'concert': '124', 'performance': '184'}]"
293,DIVE！,2020年11月18日,優木せつ菜,Ayaka Miyake,MOMIKEN,tasuku,{181},"[{'event': '94', 'concert': '124', 'performance': '185'}, {'event': '94', 'concert': '124', 'performance': '184'}]"
294,サイコーハート,2020年12月2日,宮下 愛,Ayaka Miyake,PASSiON KiNG,PASSiON KiNG,{183},"[{'event': '94', 'concert': '124', 'performance': '185'}, {'event': '94', 'concert': '124', 'performance': '184'}]"
295,La Bella Patria,2020年12月2日,エマ・ヴェルデ,Ayaka Miyake,齊藤庸介,齊藤庸介,{183},"[{'event': '94', 'concert': '124', 'performance': '185'}, {'event': '94', 'concert': '124', 'performance': '184'}]"
296,ツナガルコネクト,2020年12月2日,天王寺璃奈,Ayaka Miyake,DECO*27,ポリスピカデリー,{183},"[{'event': '94', 'concert': '124', 'performance': '185'}, {'event': '94', 'concert': '124', 'performance': '184'}]"
297,キモチもユメも一緒だね！,2020年12月9日,国木田花丸、黒澤ルビィ,畑 亜貴,本田光史郎,本田光史郎,"{224, 185}","[{'event': '45', 'concert': '71', 'performance': '127'}, {'event': '45', 'concert': '71', 'performance': '126'}]"
298,涙が雪になる前に,2020年12月9日,松浦果南、小原鞠莉,畑 亜貴,山元祐介,山元祐介,"{224, 185}","[{'event': '45', 'concert': '71', 'performance': '127'}, {'event': '45', 'concert': '71', 'performance': '126'}]"
299,Misty Frosty Love,2020年12月9日,桜内梨子、渡辺 曜,畑 亜貴,倉内達矢,倉内達矢,"{224, 185}","[{'event': '62', 'concert': '88', 'performance': '144'}, {'event': '45', 'concert': '71', 'performance': '127'}, {'event': '45', 'concert': '71', 'performance': '126'}]"
300,Party! Party! PaPaPaParty!,2020年12月9日,高海千歌、黒澤ダイヤ、津島善子,畑 亜貴,中村 歩、菊池博人,中村 歩、菊池博人,"{224, 185}","[{'event': '45', 'concert': '71', 'performance': '127'}, {'event': '45', 'concert': '71', 'performance': '126'}]"
301,Butterfly,2020年12月16日,近江彼方,Ayaka Miyake,Em.me,Em.me,{186},"[{'event': '94', 'concert': '124', 'performance': '185'}, {'event': '94', 'concert': '124', 'performance': '184'}]"
302,Solitude Rain,2020年12月16日,桜坂しずく,Ayaka Miyake,鈴木エレカ、JOE,JOE,{186},"[{'event': '94', 'concert': '124', 'performance': '185'}, {'event': '94', 'concert': '124', 'performance': '184'}]"
304,VIVID WORLD,2020年12月16日,朝香果林,Ayaka Miyake,Luis Ogata,TeddyLoid,{186},"[{'event': '94', 'concert': '124', 'performance': '185'}, {'event': '94', 'concert': '124', 'performance': '184'}]"
305,POWER SPOT!!,2020年12月24日,DiverDiva,鈴木エレカ,Carlos K.,Carlos K.,{187},"[{'event': '112', 'concert': '152', 'performance': '238'}, {'event': '112', 'concert': '152', 'performance': '237'}]"
306,Perfect SEKAI,2021年1月1日,黒澤ダイヤ,畑 亜貴,杉山勝彦、ulala,ulala,{188},"[{'event': '115', 'concert': '157', 'performance': '247'}, {'event': '109', 'concert': '149', 'performance': '234'}, {'event': '109', 'concert': '149', 'performance': '233'}]"
308,Awakening Promise,2021年1月13日,上原歩夢,Ayaka Miyake,Keisuke Koyama,Keisuke Koyama,{190},"[{'event': '94', 'concert': '124', 'performance': '185'}, {'event': '94', 'concert': '124', 'performance': '184'}]"
309,夢がここからはじまるよ,2021年1月13日,虹ヶ咲学園スクールアイドル同好会（9人）,Ayaka Miyake,中村 歩、野口大志,中村 歩、野口大志,{190},"[{'event': '94', 'concert': '124', 'performance': '185'}, {'event': '94', 'concert': '124', 'performance': '184'}]"
307,Kakushiaji！,2021年1月27日,A・ZU・NA ,nana hatori,PASSiON KiNG、サイトウ リョースケ、nana hatori,サイトウ リョースケ,{189},"[{'event': '112', 'concert': '154', 'performance': '242'}, {'event': '112', 'concert': '154', 'performance': '241'}]"
312,もっとね！,2021年2月10日,松浦果南,畑 亜貴,Kanata Okajima、pw.a,pw.a,{193},"[{'event': '115', 'concert': '157', 'performance': '247'}, {'event': '109', 'concert': '149', 'performance': '234'}, {'event': '109', 'concert': '149', 'performance': '233'}]"
317,Make-up session ABC,2021年2月25日,QU4RTZ ,要田 健,須田悦弘、要田 健,須田悦弘,{196},"[{'event': '112', 'concert': '153', 'performance': '240'}, {'event': '112', 'concert': '153', 'performance': '239'}]"
318,あこがれランララン,2021年3月4日,国木田花丸,畑 亜貴,INN,増田武史,{197},[]
319,祭花 -saika-,2021年3月26日,DiverDiva,Dummy Dog,Dummy Dog,Dummy Dog,{198},"[{'event': '112', 'concert': '152', 'performance': '238'}, {'event': '112', 'concert': '152', 'performance': '237'}]"
310,smile smile ship Start!,2021年3月31日,Aqours,畑 亜貴,加藤達也,加藤達也,{192},"[{'event': '116', 'concert': '158', 'performance': '250'}, {'event': '116', 'concert': '158', 'performance': '249'}]"
311,心の羽よ君へ飛んでけ！,2021年3月31日,Aqours,畑 亜貴,TAKAROT、イワツボコーダイ,TAKAROT,{192},"[{'event': '116', 'concert': '158', 'performance': '250'}, {'event': '116', 'concert': '158', 'performance': '249'}]"
313,始まりは君の空,2021年4月7日,Liella!,畑 亜貴,兼松 衆,兼松 衆,"{194, 195}","[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '117', 'concert': '159', 'performance': '251'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}, {'event': '110', 'concert': '150', 'performance': '235'}, {'event': '99', 'concert': '135', 'performance': '213'}, {'event': '97', 'concert': '127', 'performance': '192'}, {'event': '95', 'concert': '125', 'performance': '186'}, {'event': '93', 'concert': '123', 'performance': '183'}, {'event': '93', 'concert': '123', 'performance': '183'}]"
314,Dancing Heart La-Pa-Pa-Pa!,2021年4月7日,Liella!,畑 亜貴,高木龍一,高木龍一,"{194, 195}","[{'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '111', 'concert': '151', 'performance': '236'}, {'event': '99', 'concert': '135', 'performance': '213'}, {'event': '93', 'concert': '123', 'performance': '183'}]"
315,Dreaming Energy,2021年4月7日,Liella!,畑 亜貴,廣中トキワ,Peach,{194},"[{'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '256'}, {'event': '111', 'concert': '151', 'performance': '236'}, {'event': '99', 'concert': '135', 'performance': '213'}, {'event': '93', 'concert': '123', 'performance': '183'}]"
316,私のSymphony,2021年4月7日,Liella!,宮嶋淳子,"高木誠司、高慶""CO-K""卓史","高慶""CO-K""卓史",{195},"[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '117', 'concert': '159', 'performance': '251'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}, {'event': '97', 'concert': '127', 'performance': '232'}, {'event': '99', 'concert': '135', 'performance': '213'}, {'event': '93', 'concert': '123', 'performance': '183'}]"
321,突然GIRL,2021年4月17日,渡辺 曜,畑 亜貴,渡辺泰司,渡辺泰司,{200},[]
320,Happy Nyan! Days,2021年4月27日,A・ZU・NA ,PASSiON KiNG、Rico,PASSiON KiNG、JOE,PASSiON KiNG、JOE,{199},"[{'event': '112', 'concert': '154', 'performance': '242'}, {'event': '112', 'concert': '154', 'performance': '241'}]"
322,Twinkle Town,2021年5月26日,QU4RTZ ,Rico,Rico、田中マッシュ,田中マッシュ,{201},"[{'event': '112', 'concert': '153', 'performance': '240'}, {'event': '112', 'concert': '153', 'performance': '239'}]"
326,THE SECRET NiGHT,2021年5月26日,DiverDiva,Dummy Dog,Dummy Dog,Dummy Dog,{203},"[{'event': '112', 'concert': '152', 'performance': '238'}, {'event': '112', 'concert': '152', 'performance': '237'}]"
327,Fly into the sky,2021年5月26日,DiverDiva,miyakei,Em.me,Em.me,{203},"[{'event': '112', 'concert': '152', 'performance': '238'}, {'event': '112', 'concert': '152', 'performance': '237'}]"
334,ある日…永遠みたいに！,2021年6月2日,CYaRon！,畑 亜貴,TAKUYA,本間昭光,{206},"[{'event': '114', 'concert': '156', 'performance': '246'}, {'event': '114', 'concert': '156', 'performance': '245'}]"
335,Whistle of Revolution,2021年6月2日,CYaRon！,畑 亜貴,TAKUYA,TAKUYA,{206},"[{'event': '114', 'concert': '156', 'performance': '246'}, {'event': '114', 'concert': '156', 'performance': '245'}]"
336,ドラゴンライダーズ,2021年6月2日,CYaRon！,畑 亜貴,TAKUYA、ミト (クラムボン),ミト,{206},"[{'event': '114', 'concert': '156', 'performance': '246'}, {'event': '114', 'concert': '156', 'performance': '245'}]"
323,Shiny Racers,2021年6月13日,小原鞠莉,畑 亜貴,川島弘光,川島弘光,{209},"[{'event': '113', 'concert': '155', 'performance': '244'}, {'event': '113', 'concert': '155', 'performance': '243'}]"
329,Maze Town,2021年6月16日,A・ZU・NA ,米澤森人、藤原彩豊,米澤森人、藤原彩豊、サイトウ リョースケ、PASSiON KiNG,サイトウ リョースケ、藤原彩豊、PASSiON KiNG,{204},"[{'event': '112', 'concert': '154', 'performance': '242'}, {'event': '112', 'concert': '154', 'performance': '241'}]"
330,フォルクロア ～歓喜の歌～,2021年6月16日,A・ZU・NA ,村木海季男,ソラノアルト,ソラノアルト,{204},"[{'event': '112', 'concert': '154', 'performance': '242'}, {'event': '112', 'concert': '154', 'performance': '241'}]"
344,We'll get the next dream!!!,2021年6月23日,AZALEA,畑 亜貴,山田竜平,山田竜平,{207},"[{'event': '115', 'concert': '157', 'performance': '248'}, {'event': '115', 'concert': '157', 'performance': '247'}, {'event': '109', 'concert': '149', 'performance': '234'}, {'event': '109', 'concert': '149', 'performance': '233'}]"
345,PHOENIX DANCE,2021年6月23日,AZALEA,畑 亜貴,山田竜平、YU-G,山田竜平,{207},"[{'event': '115', 'concert': '157', 'performance': '248'}, {'event': '115', 'concert': '157', 'performance': '247'}, {'event': '109', 'concert': '149', 'performance': '234'}, {'event': '109', 'concert': '149', 'performance': '233'}]"
346,メタモルフィズム,2021年6月23日,AZALEA,畑 亜貴,TO-me,TO-me,{207},"[{'event': '115', 'concert': '157', 'performance': '248'}, {'event': '115', 'concert': '157', 'performance': '247'}, {'event': '109', 'concert': '149', 'performance': '234'}, {'event': '109', 'concert': '149', 'performance': '233'}]"
328,Hurray Hurray,2021年6月25日,虹ヶ咲学園スクールアイドル同好会（9人）,Ryota Saito,Ryota Saito、Diz,Diz,{202},[]
333,DREAMY COLOR,2021年6月30日,Aqours,畑 亜貴,Kanata Okajima、MEG,MEG,{211},"[{'event': '117', 'concert': '159', 'performance': '251'}, {'event': '116', 'concert': '158', 'performance': '250'}, {'event': '116', 'concert': '158', 'performance': '249'}, {'event': '96', 'concert': '126', 'performance': '191'}]"
324,タテホコツバサ,2021年7月13日,津島善子,畑 亜貴,渡辺和紀,渡辺和紀,{210},"[{'event': '113', 'concert': '155', 'performance': '244'}, {'event': '113', 'concert': '155', 'performance': '243'}]"
342,Swinging！,2021年7月14日,QU4RTZ ,miyakei、DAICHI,Keisuke Koyama、DAICHI,Keisuke Koyama,{205},"[{'event': '112', 'concert': '153', 'performance': '240'}, {'event': '112', 'concert': '153', 'performance': '239'}]"
343,Not Sad,2021年7月14日,QU4RTZ ,柿沼雅美,須田悦弘、要田 健,要田 健,{205},"[{'event': '112', 'concert': '153', 'performance': '240'}, {'event': '112', 'concert': '153', 'performance': '239'}]"
337,START!! True dreams,2021年7月21日,Liella!,畑 亜貴,小幡康裕,山下洋介,{212},"[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '117', 'concert': '159', 'performance': '251'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}, {'event': '123', 'concert': '176', 'performance': '282'}, {'event': '111', 'concert': '151', 'performance': '236'}]"
338,だから僕らは鳴らすんだ！,2021年7月21日,Liella!,宮嶋淳子,藤井万利子,久保田真悟（Jazzin'park）,{212},"[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '117', 'concert': '159', 'performance': '251'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}, {'event': '111', 'concert': '151', 'performance': '236'}]"
353,Shooting Star Warrior,2021年7月28日,Guilty Kiss,畑 亜貴,MEG、Kanata Okajima,MEG,{208},"[{'event': '113', 'concert': '155', 'performance': '244'}, {'event': '113', 'concert': '155', 'performance': '243'}]"
354,Deep Sea Cocoon,2021年7月28日,Guilty Kiss,畑 亜貴,MEG、Kanata Okajima,MEG,{208},"[{'event': '113', 'concert': '155', 'performance': '244'}, {'event': '113', 'concert': '155', 'performance': '243'}]"
355,Nameless Love Song,2021年7月28日,Guilty Kiss,畑 亜貴,MEG、Kanata Okajima,MEG,{208},"[{'event': '113', 'concert': '155', 'performance': '244'}, {'event': '113', 'concert': '155', 'performance': '243'}]"
357,OKAWARI Happy life!,2021年8月1日,高海千歌,畑 亜貴,イワツボコーダイ、TAKAROT、Shoma Yamamoto,Shoma Yamamoto、TAKAROT,{214},[]
339,未来は風のように,2021年8月4日,Liella!,畑 亜貴,山田智和,久保田真悟（Jazzin'park）,{213},"[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}, {'event': '111', 'concert': '151', 'performance': '236'}]"
340,この街でいまキミと,2021年8月4日,Liella!,宮嶋淳子,めんま,家原正樹,{213},"[{'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}, {'event': '111', 'concert': '151', 'performance': '236'}]"
351,未来予報ハレルヤ！,2021年8月25日,Liella!,宮嶋淳子,EFFY,山下洋介,"{232, 227}","[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '124', 'concert': '178', 'performance': '283'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
358,Tiny Stars,2021年8月25日,澁谷かのん、唐 可可,宮嶋淳子,秋浦智裕,秋浦智裕,"{232, 227}","[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
359,GOING UP,2021年8月25日,Liella!,宮嶋淳子,秋浦智裕,秋浦智裕,{227},"[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
360,1.2.3！,2021年8月25日,Liella!,宮嶋淳子,丸山真由子,家原正樹,{232},"[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
365,Love Spiral Tower,2021年9月19日,桜内梨子,畑 亜貴,中村 歩、菊池博人,中村 歩、菊池博人,{215},[]
366,1STAR,2021年9月21日,黒澤ルビィ,畑 亜貴,田中マッシュ,田中マッシュ,{216},[]
348,KU-RU-KU-RU Cruller!,2021年9月22日,Aqours,畑 亜貴,Kanata Okajima、Soma Genda,Soma Genda,{223},[]
349,"SUKI for you, DREAM for you!",2021年9月22日,Aqours,畑 亜貴,渡辺拓也,渡辺拓也,{223},[]
362,心キラララ,2021年9月28日,澁谷かのん,宮嶋淳子,秋浦智裕,兼松 衆,{233},[]
368,常夏☆サンシャイン,2021年9月29日,澁谷かのん、唐 可可、嵐 千砂都、平安名すみれ,宮嶋淳子,EFFY,EFFY,"{228, 246}","[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
